minuto,time,tipo,jogador,assist,placar_momento,descricao,Resultado,Data,IdJogo
33,Gremio,16,Matías Arezo,,1-0,"GOAL! Matías Arezo scores  (High to the right, 6-yard box, Big Chance, Head, Open play)",2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
39,Gremio,17,Wagner Leonardo,,,Wagner Leonardo recieves a yellow card,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
45,Gremio,16,Edenílson,,2-0,"GOAL! Edenílson scores  (Low to the right, 18-yard box, Right footed, Open play)",2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
45+3,Gremio,17,Jemerson,,,Jemerson recieves a yellow card,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
46,Gremio,18,Igor,,,Igor is substituted off,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
46,Gremio,19,João Lucas,,,João Lucas is substituted on,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
61,Gremio,18,Lucas Esteves,,,Lucas Esteves is substituted off,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
61,Gremio,19,Viery,,,Viery is substituted on,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
65,Atletico MG,18,Gabriel Menino,,,Gabriel Menino is substituted off,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
65,Atletico MG,19,Júnior Santos,,,Júnior Santos is substituted on,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
73,Atletico MG,18,Júnior Alonso,,,Júnior Alonso is substituted off,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
73,Atletico MG,19,Rubens,,,Rubens is substituted on,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
73,Atletico MG,18,Hulk,,,Hulk is substituted off,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
73,Atletico MG,19,João Marcelo,,,João Marcelo is substituted on,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
75,Atletico MG,1,Gustavo Scarpa,,,"Gustavo Scarpa assists a goal (Long Ball, Cross, Off the ground, Key pass, Left footed, Open play)",2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
75,Atletico MG,16,Rony,Gustavo Scarpa,2-1,"GOAL! Rony scores , Assisted by Gustavo Scarpa (Low to the left, 18-yard box, Big Chance, Head, Open play)",2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
77,Gremio,18,Jemerson,,,Jemerson is substituted off,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
77,Gremio,19,Rodrigo Ely,,,Rodrigo Ely is substituted on,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
77,Gremio,18,Matías Arezo,,,Matías Arezo is substituted off,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
77,Gremio,19,André Henrique,,,André Henrique is substituted on,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
77,Gremio,18,Francis Amuzu,,,Francis Amuzu is substituted off,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
77,Gremio,19,Cristian Pavón,,,Cristian Pavón is substituted on,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
84,Atletico MG,18,Natanael,,,Natanael is substituted off,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
84,Atletico MG,19,Bernard,,,Bernard is substituted on,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
90+4,Gremio,17,Cristian Pavón,,,Cristian Pavón recieves a yellow card,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
90+5,Gremio,17,Cristian Olivera,,,Cristian Olivera recieves a yellow card,2-1,"Sat, 29-Mar-25",Gremio x Atletico MG
4,Fortaleza,1,Marinho,,,"Marinho assists a goal (Key pass, Open play)",2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
4,Fortaleza,16,Juan Lucero,Marinho,1-0,"GOAL! Juan Lucero scores , Assisted by Marinho (Low to the centre, 18-yard box, Big Chance, Right footed, Open play)",2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
14,Fluminense,18,Kevin Serna,,,Kevin Serna is substituted off,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
14,Fluminense,19,Lima,,,Lima is substituted on,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
21,Fortaleza,1,Guillermo Fernández,,,"Guillermo Fernández assists a goal (Long Ball, Cross, Corner, Off the ground, Key pass, Right footed, From corner)",2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
21,Fortaleza,16,Tinga,Guillermo Fernández,2-0,"GOAL! Tinga scores , Assisted by Guillermo Fernández (High to the right, 18-yard box, Head, From corner)",2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
46,Fluminense,18,Agustín Canobbio,,,Agustín Canobbio is substituted off,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
46,Fluminense,19,Keno,,,Keno is substituted on,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
62,Fortaleza,18,Tinga,,,Tinga is substituted off,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
62,Fortaleza,19,David Luiz,,,David Luiz is substituted on,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
68,Fluminense,17,,,, recieves a yellow card,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
70,Fluminense,18,Hércules,,,Hércules is substituted off,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
70,Fluminense,19,Rubén Lezcano,,,Rubén Lezcano is substituted on,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
72,Fortaleza,18,Emmanuel Martínez,,,Emmanuel Martínez is substituted off,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
72,Fortaleza,19,Zé Welison,,,Zé Welison is substituted on,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
72,Fortaleza,18,Marinho,,,Marinho is substituted off,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
72,Fortaleza,19,Moisés,,,Moisés is substituted on,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
83,Fluminense,18,Germán Cano,,,Germán Cano is substituted off,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
83,Fluminense,19,Everaldo,,,Everaldo is substituted on,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
83,Fluminense,18,Renê,,,Renê is substituted off,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
83,Fluminense,19,Joaquín Lavega,,,Joaquín Lavega is substituted on,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
85,Fortaleza,18,Juan Lucero,,,Juan Lucero is substituted off,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
85,Fortaleza,19,Deyverson,,,Deyverson is substituted on,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
85,Fortaleza,18,Lucas Sasha,,,Lucas Sasha is substituted off,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
85,Fortaleza,19,Tomás Pochettino,,,Tomás Pochettino is substituted on,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
90+4,Fortaleza,17,Moisés,,,Moisés recieves a yellow card,2-0,"Sat, 29-Mar-25",Fortaleza x Fluminense
8,Juventude,1,Abner,,,"Abner assists a goal (Long Ball, Through Ball, Off the ground, Key pass, Open play)",2-0,"Sat, 29-Mar-25",Juventude x Vitoria
8,Juventude,16,Gabriel Taliari,Abner,1-0,"GOAL! Gabriel Taliari scores , Assisted by Abner (High to the left, 18-yard box, Big Chance, Right footed, Open play)",2-0,"Sat, 29-Mar-25",Juventude x Vitoria
26,Vitoria,17,Ronald,,,Ronald recieves a yellow card,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
37,Juventude,17,Jádson,,,Jádson recieves a yellow card,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
37,Juventude,17,Ênio,,,Ênio recieves a yellow card,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
42,Vitoria,17,Neris,,,Neris recieves a yellow card,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
46,Vitoria,18,Gustavo Silva,,,Gustavo Silva is substituted off,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
46,Vitoria,19,Léo Pereira,,,Léo Pereira is substituted on,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
46,Vitoria,18,Ronald,,,Ronald is substituted off,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
46,Vitoria,19,Erick,,,Erick is substituted on,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
46,Vitoria,18,Neris,,,Neris is substituted off,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
46,Vitoria,19,Zé Marcos,,,Zé Marcos is substituted on,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
50,Vitoria,17,Lucas Halter,,,Lucas Halter recieves a yellow card,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
51,Juventude,16,Gabriel Taliari,,2-0,"GOAL! Gabriel Taliari scores  (Low to the right, 18-yard box, Right footed, Open play)",2-0,"Sat, 29-Mar-25",Juventude x Vitoria
67,Juventude,17,Emerson Batalla,,,Emerson Batalla recieves a yellow card,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
68,Juventude,18,Ewerthon,,,Ewerthon is substituted off,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
68,Juventude,19,Reginaldo Lopes,,,Reginaldo Lopes is substituted on,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
68,Juventude,18,Ênio,,,Ênio is substituted off,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
68,Juventude,19,Petterson,,,Petterson is substituted on,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
69,Juventude,18,Gabriel Taliari,,,Gabriel Taliari is substituted off,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
69,Juventude,19,Maurício Garcez,,,Maurício Garcez is substituted on,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
70,Vitoria,17,Ricardo Ryller,,,Ricardo Ryller recieves a yellow card,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
73,Vitoria,18,Wellington Rato,,,Wellington Rato is substituted off,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
73,Vitoria,19,Fabrício,,,Fabrício is substituted on,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
74,Vitoria,18,Pepê,,,Pepê is substituted off,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
74,Vitoria,19,Willian Oliveira,,,Willian Oliveira is substituted on,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
81,Juventude,18,Alan Ruschel,,,Alan Ruschel is substituted off,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
81,Juventude,19,Felipinho,,,Felipinho is substituted on,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
89,Juventude,18,Emerson Batalla,,,Emerson Batalla is substituted off,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
89,Juventude,19,Pernambuco,,,Pernambuco is substituted on,2-0,"Sat, 29-Mar-25",Juventude x Vitoria
34,Internacional,1,Alexandro Bernabéi,,,"Alexandro Bernabéi assists a goal (Cross, Off the ground, Key pass, Open play)",1-1,"Sun, 30-Mar-25",Flamengo x Internacional
34,Internacional,16,Bruno Henrique,Alexandro Bernabéi,0-1,"GOAL! Bruno Henrique scores , Assisted by Alexandro Bernabéi (Low to the left, 18-yard box, Big Chance, Right footed, Open play)",1-1,"Sun, 30-Mar-25",Flamengo x Internacional
45+3,Internacional,17,Vitinho,,,Vitinho recieves a yellow card,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
46,Internacional,18,Sergio Rochet,,,Sergio Rochet is substituted off,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
46,Internacional,19,Anthoni,,,Anthoni is substituted on,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
54,Flamengo,13,Michael,,,"Michael misses attempt (To the left, 18-yard box, Key pass, Right footed, From corner)",1-1,"Sun, 30-Mar-25",Flamengo x Internacional
54,Flamengo,16,Léo Pereira,,1-1,"GOAL! Léo Pereira scores , Assisted by Michael (Low to the centre, 6-yard box, Big Chance, Left footed, From corner)",1-1,"Sun, 30-Mar-25",Flamengo x Internacional
57,Flamengo,18,Michael,,,Michael is substituted off,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
57,Flamengo,19,Everton,,,Everton is substituted on,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
57,Flamengo,18,Luiz Araújo,,,Luiz Araújo is substituted off,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
57,Flamengo,19,Gonzalo Plata,,,Gonzalo Plata is substituted on,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
61,Internacional,18,Vitinho,,,Vitinho is substituted off,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
61,Internacional,19,Johan Carbonero,,,Johan Carbonero is substituted on,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
61,Internacional,18,Bruno Henrique,,,Bruno Henrique is substituted off,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
61,Internacional,19,Ronaldo,,,Ronaldo is substituted on,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
64,Flamengo,17,Erick Pulgar,,,Erick Pulgar recieves a yellow card,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
68,Internacional,18,Rafael Borré,,,Rafael Borré is substituted off,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
68,Internacional,19,Enner Valencia,,,Enner Valencia is substituted on,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
71,Flamengo,18,Bruno Henrique,,,Bruno Henrique is substituted off,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
71,Flamengo,19,Wallace Yan,,,Wallace Yan is substituted on,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
74,Internacional,18,Wesley,,,Wesley is substituted off,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
74,Internacional,19,Thiago Maia,,,Thiago Maia is substituted on,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
75,Internacional,17,Alan Patrick,,,Alan Patrick recieves a yellow card,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
78,Internacional,17,Juninho,,,Juninho recieves a yellow card,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
83,Flamengo,17,Nicolás de la Cruz,,,Nicolás de la Cruz recieves a yellow card,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
87,Internacional,17,Vitão,,,Vitão recieves a yellow card,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
89,Flamengo,18,Juninho,,,Juninho is substituted off,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
89,Flamengo,19,Matheus Gonçalves,,,Matheus Gonçalves is substituted on,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
90,Flamengo,18,Léo Pereira,,,Léo Pereira is substituted off,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
90,Flamengo,19,Ayrton Lucas,,,Ayrton Lucas is substituted on,1-1,"Sun, 30-Mar-25",Flamengo x Internacional
43,Palmeiras,17,Murilo,,,Murilo recieves a yellow card,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
50,Botafogo RJ,17,Alexander Barboza,,,Alexander Barboza recieves a yellow card,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
57,Botafogo RJ,17,Artur,,,Artur recieves a yellow card,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
62,Palmeiras,17,Mayke,,,Mayke recieves a yellow card,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
66,Palmeiras,18,Mayke,,,Mayke is substituted off,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
66,Palmeiras,19,Agustín Giay,,,Agustín Giay is substituted on,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
66,Palmeiras,18,Murilo,,,Murilo is substituted off,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
66,Palmeiras,19,Bruno Fuchs,,,Bruno Fuchs is substituted on,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
66,Palmeiras,18,Raphael Veiga,,,Raphael Veiga is substituted off,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
66,Palmeiras,19,Felipe Anderson,,,Felipe Anderson is substituted on,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
68,Botafogo RJ,18,Jefferson Savarino,,,Jefferson Savarino is substituted off,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
68,Botafogo RJ,19,Matheus Martins,,,Matheus Martins is substituted on,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
72,Palmeiras,18,Richard Ríos,,,Richard Ríos is substituted off,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
72,Palmeiras,19,Emiliano Martínez,,,Emiliano Martínez is substituted on,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
77,Botafogo RJ,18,Patrick de Paula,,,Patrick de Paula is substituted off,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
77,Botafogo RJ,19,Newton,,,Newton is substituted on,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
77,Botafogo RJ,18,Artur,,,Artur is substituted off,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
77,Botafogo RJ,19,Santiago Rodríguez,,,Santiago Rodríguez is substituted on,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
78,Palmeiras,18,Vitor Roque,,,Vitor Roque is substituted off,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
78,Palmeiras,19,José López,,,José López is substituted on,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
80,Botafogo RJ,18,Alex Telles,,,Alex Telles is substituted off,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
80,Botafogo RJ,19,Cuiabano,,,Cuiabano is substituted on,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
84,Palmeiras,17,Estêvão,,,Estêvão recieves a yellow card,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
84,Botafogo RJ,17,Matheus Martins,,,Matheus Martins recieves a yellow card,0-0,"Sun, 30-Mar-25",Palmeiras x Botafogo RJ
21,Santos FC,1,Tiquinho Soares,,,"Tiquinho Soares assists a goal (Through Ball, Key pass, Open play)",2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
21,Santos FC,16,Álvaro Barreal,Tiquinho Soares,0-1,"GOAL! Álvaro Barreal scores , Assisted by Tiquinho Soares (Low to the centre, 18-yard box, Big Chance, Left footed, Open play)",2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
33,Vasco da Gama,17,Lucas Piton,,,Lucas Piton recieves a yellow card,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
53,Vasco da Gama,13,Pablo Vegetti,,,"Pablo Vegetti misses attempt (To the left, 18-yard box, Key pass, Head, Open play)",2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
53,Vasco da Gama,16,Nuno Moreira,,1-1,"GOAL! Nuno Moreira scores , Assisted by Pablo Vegetti (High to the left, 6-yard box, Big Chance, Head, Open play)",2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
68,Vasco da Gama,18,Philippe Coutinho,,,Philippe Coutinho is substituted off,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
68,Vasco da Gama,19,Dimitri Payet,,,Dimitri Payet is substituted on,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
68,Vasco da Gama,18,Benjamín Garré,,,Benjamín Garré is substituted off,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
68,Vasco da Gama,19,Adson,,,Adson is substituted on,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
68,Vasco da Gama,18,Paulinho Paula,,,Paulinho Paula is substituted off,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
68,Vasco da Gama,19,Tchê Tchê,,,Tchê Tchê is substituted on,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
68,Santos FC,18,Tiquinho Soares,,,Tiquinho Soares is substituted off,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
68,Santos FC,19,Deivid Washington,,,Deivid Washington is substituted on,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
69,Santos FC,18,Álvaro Barreal,,,Álvaro Barreal is substituted off,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
69,Santos FC,19,Gabriel Veron,,,Gabriel Veron is substituted on,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
77,Vasco da Gama,18,Nuno Moreira,,,Nuno Moreira is substituted off,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
77,Vasco da Gama,19,Loide Augusto,,,Loide Augusto is substituted on,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
78,Vasco da Gama,1,Dimitri Payet,,,"Dimitri Payet assists a goal (Free-kick, Off the ground, Long Ball, Cross, Key pass, Right footed, Set piece)",2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
78,Vasco da Gama,16,Pablo Vegetti,Dimitri Payet,2-1,"GOAL! Pablo Vegetti scores , Assisted by Dimitri Payet (Low to the right, 18-yard box, Big Chance, Head, Set piece)",2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
82,Vasco da Gama,18,Hugo Moura,,,Hugo Moura is substituted off,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
82,Vasco da Gama,19,Jair,,,Jair is substituted on,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
83,Santos FC,18,João Schmidt,,,João Schmidt is substituted off,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
83,Santos FC,19,Diego Pituca,,,Diego Pituca is substituted on,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
83,Santos FC,18,Gabriel Bontempo,,,Gabriel Bontempo is substituted off,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
83,Santos FC,19,Thaciano,,,Thaciano is substituted on,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
86,Santos FC,18,Benjamín Rollheiser,,,Benjamín Rollheiser is substituted off,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
86,Santos FC,19,Luca Meirelles,,,Luca Meirelles is substituted on,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
90+4,Santos FC,17,João Pedro Chermont,,,João Pedro Chermont recieves a yellow card,2-1,"Sun, 30-Mar-25",Vasco da Gama x Santos FC
43,Bahia,17,Éverton Ribeiro,,,Éverton Ribeiro recieves a yellow card,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
46,Bahia,1,Luciano Juba,,,"Luciano Juba assists a goal (Off the ground, Key pass, Open play)",1-1,"Mon, 31-Mar-25",Bahia x Corinthians
46,Bahia,16,Gilberto,Luciano Juba,1-0,"GOAL! Gilberto scores , Assisted by Luciano Juba (High to the centre, 6-yard box, Big Chance, Head, Open play)",1-1,"Mon, 31-Mar-25",Bahia x Corinthians
46,Corinthians,18,Léo Mana,,,Léo Mana is substituted off,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
46,Corinthians,19,João Pedro,,,João Pedro is substituted on,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
46,Corinthians,18,Yuri Alberto,,,Yuri Alberto is substituted off,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
46,Corinthians,19,Charles,,,Charles is substituted on,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
51,Bahia,17,Éverton Ribeiro,,,Éverton Ribeiro recieves a red card after receiving second yellow card,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
54,Bahia,18,Ademir,,,Ademir is substituted off,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
54,Bahia,19,Gabriel Xavier,,,Gabriel Xavier is substituted on,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
60,Corinthians,18,Alex Santana,,,Alex Santana is substituted off,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
60,Corinthians,19,Igor Coronado,,,Igor Coronado is substituted on,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
61,Corinthians,18,Cacá,,,Cacá is substituted off,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
61,Corinthians,19,Héctor Hernández,,,Héctor Hernández is substituted on,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
62,Corinthians,17,João Pedro,,,João Pedro recieves a yellow card,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
63,Bahia,17,Jean Lucas,,,Jean Lucas recieves a yellow card,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
65,Corinthians,18,Hugo,,,Hugo is substituted off,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
65,Corinthians,19,Fabrizio Angileri,,,Fabrizio Angileri is substituted on,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
69,Bahia,18,Caio Alexandre,,,Caio Alexandre is substituted off,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
69,Bahia,19,Nicolás Acevedo,,,Nicolás Acevedo is substituted on,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
69,Bahia,18,Erick Pulga,,,Erick Pulga is substituted off,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
69,Bahia,19,Erick,,,Erick is substituted on,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
73,Bahia,17,Gabriel Xavier,,,Gabriel Xavier recieves a yellow card,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
82,Bahia,18,Luciano Juba,,,Luciano Juba is substituted off,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
82,Bahia,19,Iago Borduchi,,,Iago Borduchi is substituted on,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
83,Bahia,18,Jean Lucas,,,Jean Lucas is substituted off,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
83,Bahia,19,Rodrigo Nestor,,,Rodrigo Nestor is substituted on,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
85,Corinthians,17,Breno Bidon,,,Breno Bidon recieves a yellow card,1-1,"Mon, 31-Mar-25",Bahia x Corinthians
90,Corinthians,1,Breno Bidon,,,"Breno Bidon assists a goal (Off the ground, Cross, Key pass, Left footed, Open play)",1-1,"Mon, 31-Mar-25",Bahia x Corinthians
90,Corinthians,16,Héctor Hernández,Breno Bidon,1-1,"GOAL! Héctor Hernández scores , Assisted by Breno Bidon (Low to the left, 18-yard box, Big Chance, Head, Open play)",1-1,"Mon, 31-Mar-25",Bahia x Corinthians
12,Ceara,1,Dieguinho,,,"Dieguinho assists a goal (Through Ball, Key pass, Open play)",2-2,"Tue, 01-Apr-25",Red Bull Bragantino x Ceara
12,Ceara,16,Pedro Raúl,Dieguinho,0-1,"GOAL! Pedro Raúl scores , Assisted by Dieguinho (Low to the right, 18-yard box, Big Chance, Left footed, Open play)",2-2,"Tue, 01-Apr-25",Red Bull Bragantino x Ceara
23,Ceara,1,Lucas Mugni,,,"Lucas Mugni assists a goal (Off the ground, Long Ball, Cross, Corner, Key pass, Left footed, From corner)",2-2,"Tue, 01-Apr-25",Red Bull Bragantino x Ceara
23,Ceara,16,Marllon,Lucas Mugni,0-2,"GOAL! Marllon scores , Assisted by Lucas Mugni (Low to the right, 18-yard box, Head, From corner)",2-2,"Tue, 01-Apr-25",Red Bull Bragantino x Ceara
27,Ceara,17,Pedro Raúl,,,Pedro Raúl recieves a yellow card,2-2,"Tue, 01-Apr-25",Red Bull Bragantino x Ceara
33,Red Bull Bragantino,17,Matheus Fernandes,,,Matheus Fernandes recieves a yellow card,2-2,"Tue, 01-Apr-25",Red Bull Bragantino x Ceara
